UI_ID,AgeCat,Breeder,Disperser,Coat
UI1892,A,FALSE,FALSE,Black
UI1893,A,FALSE,FALSE,Gray
UI1894,A,FALSE,FALSE,Gray
UI1895,Y/A,FALSE,FALSE,Gray
UI1898,A,FALSE,FALSE,Gray
UI1900,Y/A,FALSE,FALSE,Gray
UI1901,A,FALSE,FALSE,Gray
UI1903,A,FALSE,FALSE,Brown
UI1905,A,FALSE,FALSE,Gray
UI1906,Y,FALSE,FALSE,Gray
UI1908,Y/A,FALSE,FALSE,Gray
UI1911,Y/A,FALSE,FALSE,Unknown
UI1912,A,FALSE,FALSE,Black
UI1914,A,FALSE,FALSE,Gray
UI1915,A,FALSE,FALSE,Gray
UI1916,A,FALSE,FALSE,Gray
UI1917,A,FALSE,FALSE,White
UI1918,A,FALSE,FALSE,Black
UI1919,Y,FALSE,FALSE,Gray
UI1921,Y,FALSE,FALSE,Gray
UI1923,A,FALSE,FALSE,Gray
UI1924,A,FALSE,FALSE,Gray
UI1925,A,FALSE,FALSE,Black
UI1929,A,FALSE,FALSE,Gray
UI1930,A,FALSE,FALSE,Gray
UI1931,A,FALSE,FALSE,Gray
UI1932,A,FALSE,FALSE,Black
UI1933,Y/A,FALSE,FALSE,Gray
UI1936,Y/A,FALSE,FALSE,Gray
UI1937,A,FALSE,FALSE,Gray
UI1938,Y,FALSE,FALSE,Black
UI1939,Y,FALSE,FALSE,Gray
UI1940,A,FALSE,FALSE,Black/Tan
UI1941,A,FALSE,FALSE,Black
UI1943,A,FALSE,FALSE,White
UI1944,Y/A,FALSE,FALSE,Gray
UI1946,A,FALSE,FALSE,Gray
UI1949,A,FALSE,FALSE,Black
UI1950,A,FALSE,FALSE,Gray
UI1951,Y/A,FALSE,TRUE,Gray
UI1952,A,FALSE,TRUE,Gray
UI1953,A,FALSE,FALSE,Gray
UI1954,A,FALSE,FALSE,Gray
UI1955,A,FALSE,FALSE,Gray
UI1956,A,FALSE,FALSE,Gray
UI1957,A,FALSE,FALSE,Unknown
UI1960,Y/A,FALSE,FALSE,Unknown
UI1965,A,FALSE,FALSE,Unknown
UI1967,A,FALSE,FALSE,Unknown
UI1968,Y,FALSE,FALSE,Unknown
UI1969,A,FALSE,TRUE,Gray
UI1970,Y/A,FALSE,FALSE,Unknown
UI1973,A,FALSE,FALSE,Unknown
UI1974,A,FALSE,FALSE,Unknown
UI1975,A,FALSE,FALSE,Unknown
UI1976,A,FALSE,FALSE,Unknown
UI1981,A,FALSE,FALSE,Unknown
UI1982,Y/A,FALSE,FALSE,Unknown
UI1983,A,FALSE,FALSE,Unknown
UI1984,A,FALSE,FALSE,Unknown
UI1986,A,FALSE,FALSE,Gray
UI1987,A,FALSE,FALSE,Unknown
UI1989,Y,FALSE,FALSE,Unknown
UI1990,A,FALSE,FALSE,Unknown
UI1991,Y/A,FALSE,FALSE,Unknown
UI1992,A,FALSE,FALSE,Unknown
UI1996,A,FALSE,FALSE,Unknown
UI1997,A,FALSE,FALSE,Unknown
UI1998,Y/A,FALSE,FALSE,Unknown
UI1999,A,FALSE,FALSE,Unknown
UI2000,A,FALSE,TRUE,Black
UI2001,Y,FALSE,FALSE,Unknown
UI2006,Y,FALSE,FALSE,Unknown
UI2009,Y,FALSE,FALSE,Unknown
UI2010,A,FALSE,FALSE,Unknown
UI2011,Y/A,FALSE,FALSE,Unknown
UI2014,A,FALSE,FALSE,Unknown
UI2015,A,FALSE,FALSE,Black
UI2016,A,FALSE,FALSE,Unknown
UI2017,Y,FALSE,FALSE,Unknown
UI2018,Y/A,FALSE,FALSE,Unknown
UI2020,A,FALSE,FALSE,Unknown
UI2021,A,FALSE,FALSE,Unknown
UI2022,A,FALSE,FALSE,Unknown
UI2025,Y,FALSE,FALSE,Unknown
UI2026,Y,FALSE,FALSE,Unknown
UI2027,Y,FALSE,FALSE,Unknown
UI2028,Y,FALSE,FALSE,Unknown
UI2032,A,FALSE,FALSE,Unknown
UI2034,A,FALSE,FALSE,Unknown
UI2036,A,FALSE,FALSE,Unknown
UI2037,A,FALSE,FALSE,Unknown
UI2038,Y/A,FALSE,FALSE,Unknown
UI2042,A,FALSE,FALSE,Unknown
UI2045,Y/A,FALSE,FALSE,Unknown
UI2046,A,FALSE,FALSE,Unknown
UI2049,Y,FALSE,FALSE,Unknown
UI2050,A,FALSE,FALSE,Unknown
UI2051,Y,FALSE,FALSE,Unknown
UI2052,A,FALSE,FALSE,Unknown
UI2053,A,FALSE,FALSE,Unknown
UI2057,A,FALSE,FALSE,Unknown
UI2060,Y/A,FALSE,FALSE,Unknown
UI2061,A,FALSE,FALSE,Unknown
UI2064,Y/A,FALSE,FALSE,Unknown
UI2066,A,FALSE,FALSE,Unknown
UI2069,Y,FALSE,FALSE,Unknown
UI2073,Y/A,FALSE,FALSE,Unknown
UI2075,A,FALSE,FALSE,Unknown
UI2080,Y,FALSE,FALSE,Unknown
UI2081,Y,FALSE,FALSE,Unknown
UI2083,A,FALSE,FALSE,Unknown
UI2086,A,FALSE,FALSE,Unknown
UI2087,Y/A,FALSE,FALSE,Unknown
UI2089,A,FALSE,FALSE,Unknown
UI2093,A,FALSE,FALSE,Unknown
UI2096,A,FALSE,FALSE,Unknown
UI2097,Y,FALSE,FALSE,Unknown
UI2099,A,FALSE,FALSE,Unknown
UI2101,A,FALSE,FALSE,Unknown
UI2102,A,FALSE,FALSE,Unknown
UI2104,A,FALSE,FALSE,Unknown
UI2105,A,FALSE,FALSE,Unknown
UI2107,Y,FALSE,FALSE,Unknown
UI2110,Y,FALSE,FALSE,Unknown
UI2111,A,FALSE,FALSE,Unknown
UI2113,Y/A,FALSE,FALSE,Unknown
UI2117,Y/A,FALSE,FALSE,Unknown
UI2118,Y,FALSE,FALSE,Unknown
UI2120,A,FALSE,FALSE,Unknown
UI2122,A,FALSE,FALSE,Unknown
UI2124,A,FALSE,FALSE,Unknown
UI2125,A,FALSE,FALSE,Unknown
UI2128,A,FALSE,FALSE,Unknown
UI2129,Y,FALSE,FALSE,Unknown
UI2130,Y,FALSE,FALSE,Unknown
UI2131,A,FALSE,FALSE,Unknown
UI2132,A,FALSE,FALSE,Unknown
UI2135,Y,FALSE,FALSE,Unknown
UI2136,A,FALSE,FALSE,Unknown
UI2137,Y/A,FALSE,FALSE,Unknown
UI2138,A,FALSE,FALSE,Unknown
UI2139,A,FALSE,FALSE,Unknown
UI2140,A,FALSE,FALSE,Unknown
UI2146,A,FALSE,FALSE,Unknown
UI2147,Y/A,FALSE,FALSE,Unknown
UI2150,A,FALSE,FALSE,Unknown
UI2151,Y,FALSE,FALSE,Black
UI2154,A,FALSE,FALSE,Unknown
UI2155,A,FALSE,FALSE,Unknown
UI2157,A,FALSE,FALSE,Unknown
UI2158,Y,FALSE,FALSE,Unknown
UI2161,Y,FALSE,FALSE,Unknown
UI2163,A,FALSE,FALSE,Unknown
UI2172,A,FALSE,FALSE,Unknown
UI2173,Y/A,FALSE,FALSE,Unknown
UI2178,A,FALSE,FALSE,Unknown
UI2181,A,FALSE,FALSE,Unknown
UI2182,Y,FALSE,FALSE,Unknown
UI2183,Y,FALSE,FALSE,Unknown
UI2184,Y/A,FALSE,FALSE,Unknown
UI2188,A,FALSE,FALSE,Unknown
UI2190,A,FALSE,FALSE,Unknown
UI2193,Y,FALSE,FALSE,Unknown
UI2194,A,FALSE,FALSE,Unknown
UI2195,A,FALSE,FALSE,Unknown
UI2196,Y/A,FALSE,FALSE,Unknown
UI2204,Y,FALSE,FALSE,Unknown
UI2206,A,FALSE,FALSE,Unknown
UI2207,A,FALSE,FALSE,Unknown
UI2208,A,FALSE,FALSE,Unknown
UI2210,A,FALSE,FALSE,Unknown
UI2217,A,FALSE,FALSE,Unknown
UI2219,A,FALSE,FALSE,Unknown
UI2224,A,FALSE,FALSE,Unknown
UI2228,A,FALSE,FALSE,Unknown
UI2229,A,FALSE,FALSE,Unknown
UI2231,A,FALSE,FALSE,Unknown
UI2233,Y/A,FALSE,FALSE,Unknown
UI2236,A,FALSE,FALSE,Unknown
UI2237,A,FALSE,FALSE,Unknown
UI2240,Y/A,FALSE,FALSE,Unknown
UI2241,A,FALSE,FALSE,Unknown
UI2242,Y,FALSE,TRUE,Black
UI2244,A,FALSE,FALSE,Gray
UI2245,A,FALSE,FALSE,Gray
UI2246,A,FALSE,TRUE,White
UI2247,A,FALSE,FALSE,Gray
UI2248,A,FALSE,FALSE,Gray
UI2249,Y/A,FALSE,FALSE,Gray
UI2250,Y/A,FALSE,TRUE,Gray
UI2261,A,FALSE,FALSE,Gray
UI2262,Y,FALSE,TRUE,Gray
UI2264,A,FALSE,TRUE,Gray
UI2265,A,FALSE,FALSE,Unknown
UI2267,A,FALSE,FALSE,Unknown
UI2272,Y,FALSE,FALSE,Unknown
UI2273,A,FALSE,FALSE,Unknown
UI2274,A,FALSE,FALSE,Unknown
UI2275,Y,FALSE,FALSE,Unknown
UI2278,Y,FALSE,FALSE,Unknown
UI2279,Y/A,FALSE,FALSE,Unknown
UI2280,Y/A,FALSE,FALSE,Unknown
UI2281,A,FALSE,FALSE,Unknown
UI2283,Y,FALSE,FALSE,Unknown
UI2285,Y/A,FALSE,FALSE,Unknown
UI2286,Y,FALSE,FALSE,Unknown
UI2287,Y/A,FALSE,TRUE,Gray
UI2288,Y,FALSE,FALSE,Unknown
UI2289,A,FALSE,FALSE,Unknown
UI2290,A,FALSE,TRUE,Gray
UI2292,A,FALSE,FALSE,Unknown
UI2293,A,FALSE,FALSE,Unknown
UI2297,A,FALSE,FALSE,Unknown
UI2298,A,FALSE,FALSE,Unknown
UI2299,Y/A,FALSE,FALSE,Unknown
UI2300,A,FALSE,FALSE,Gray
UI2304,A,FALSE,FALSE,Gray
UI2306,A,FALSE,FALSE,Gray
UI2307,Y,FALSE,FALSE,Gray
UI2308,A,FALSE,FALSE,Gray
UI2309,A,FALSE,FALSE,Black
UI2313,A,FALSE,FALSE,Gray
UI2315,A,FALSE,FALSE,Unknown
UI2316,Y,FALSE,FALSE,Gray
UI2317,A,FALSE,FALSE,Gray
UI2318,Y,FALSE,FALSE,Gray
UI2319,Y,FALSE,FALSE,Black
UI2321,A,FALSE,FALSE,Gray
UI2322,A,FALSE,FALSE,Gray
UI2323,Y,FALSE,FALSE,Gray
UI2324,Y/A,FALSE,FALSE,Gray
UI2325,A,FALSE,FALSE,Gray
UI2328,Y/A,FALSE,FALSE,Black
UI2329,Y/A,FALSE,FALSE,Gray
UI2330,A,FALSE,FALSE,Gray
UI2331,Y,FALSE,FALSE,Gray
UI2332,A,FALSE,FALSE,Black
UI2333,A,FALSE,FALSE,White
UI2334,A,FALSE,FALSE,Black
UI2335,Y/A,FALSE,FALSE,Black
UI2336,Y,FALSE,FALSE,Gray
UI2338,A,FALSE,FALSE,Gray
UI2340,A,FALSE,FALSE,Gray
UI2342,Y,FALSE,FALSE,Black
UI2345,A,FALSE,FALSE,Gray
UI2347,A,FALSE,FALSE,Gray
UI2350,Y,FALSE,FALSE,Gray
UI2351,Y,FALSE,FALSE,Gray
UI2352,Y,FALSE,FALSE,Black
UI2353,A,FALSE,FALSE,Unknown
UI2354,Y,FALSE,FALSE,Unknown
UI2356,Y,FALSE,FALSE,Unknown
UI2357,A,FALSE,FALSE,Gray
UI2358,A,FALSE,FALSE,Gray
UI2361,Y,FALSE,FALSE,Gray
UI2363,Y,FALSE,FALSE,Gray
UI2364,A,FALSE,FALSE,Gray
UI2365,A,TRUE,FALSE,Gray
UI2366,A,TRUE,FALSE,Black
UI2367,Y,FALSE,FALSE,Gray
UI2368,A,FALSE,FALSE,Gray
UI2370,Y,FALSE,FALSE,Unknown
UI2371,A,FALSE,FALSE,Black
UI2372,A,FALSE,FALSE,White
UI2375,A,FALSE,TRUE,Gray
UI2376,Y,FALSE,FALSE,Gray
UI2377,A,TRUE,FALSE,Gray
UI2378,A,FALSE,FALSE,Black
UI2379,A,FALSE,FALSE,Black
UI2380,A,FALSE,FALSE,Black
UI2382,Y/A,FALSE,FALSE,Black
UI2384,Y,FALSE,FALSE,Gray
UI2386,Y,FALSE,FALSE,Gray
UI2387,Y/A,FALSE,FALSE,Gray
UI2388,A,TRUE,FALSE,Gray
UI2391,A,FALSE,FALSE,Gray
UI2393,Y,FALSE,FALSE,Gray
UI2397,Y,FALSE,FALSE,Unknown
UI2399,Y/A,FALSE,FALSE,Gray
UI2400,A,FALSE,FALSE,Black
UI2402,Y/A,FALSE,FALSE,Unknown
UI2403,A,FALSE,FALSE,Unknown
UI2405,Y,FALSE,TRUE,Gray
UI2406,A,TRUE,FALSE,Unknown
UI2407,Y,FALSE,FALSE,Unknown
UI2408,A,TRUE,FALSE,Unknown
UI2409,A,FALSE,FALSE,Black
UI2415,A,FALSE,FALSE,Unknown
UI2418,Y,FALSE,FALSE,Gray
UI2420,A,FALSE,FALSE,Unknown
UI2421,A,FALSE,FALSE,Unknown
UI2422,Y,FALSE,FALSE,Unknown
UI2427,A,FALSE,FALSE,Gray
UI2432,A,TRUE,FALSE,Unknown
UI2437,Y,FALSE,FALSE,Unknown
UI2440,A,TRUE,FALSE,Gray
UI2443,A,FALSE,FALSE,Gray
UI2444,Y,FALSE,FALSE,Gray
UI2445,A,FALSE,FALSE,Gray
UI2448,Y,FALSE,FALSE,Black
UI2449,A,FALSE,FALSE,Gray
UI2450,Y/A,FALSE,FALSE,Black
UI2452,A,FALSE,FALSE,Gray
UI2454,A,TRUE,FALSE,Gray
UI2455,A,FALSE,FALSE,Gray
UI2459,A,FALSE,FALSE,Gray
UI2460,Y/A,FALSE,FALSE,Black
UI2462,Y/A,FALSE,FALSE,Unknown
UI2463,A,FALSE,FALSE,Unknown
UI2465,Y,FALSE,FALSE,Unknown
UI2469,A,FALSE,FALSE,Black
UI2472,A,FALSE,TRUE,Gray
UI2476,A,FALSE,FALSE,Gray
UI2477,A,FALSE,FALSE,Gray
UI2478,A,FALSE,TRUE,Gray
UI2481,Y,FALSE,FALSE,Unknown
UI2485,A,FALSE,FALSE,Unknown
UI2487,A,FALSE,FALSE,Unknown
UI2491,Y/A,FALSE,FALSE,Unknown
UI2494,A,TRUE,FALSE,Gray
UI2495,A,TRUE,FALSE,Black
UI2499,A,FALSE,FALSE,Gray
UI2500,A,TRUE,FALSE,Gray
UI2501,A,FALSE,FALSE,Black/Tan
UI2502,A,FALSE,FALSE,Unknown
UI2503,A,FALSE,TRUE,Black
UI2504,Y/A,FALSE,FALSE,Gray
UI2505,A,FALSE,FALSE,Black
UI2507,A,FALSE,FALSE,Gray
UI2508,A,FALSE,FALSE,Black
UI2511,Y,FALSE,FALSE,Gray
UI2513,Y/A,FALSE,FALSE,Gray
UI2515,Y,FALSE,FALSE,Gray
UI2516,A,TRUE,FALSE,Black
UI2517,Y,FALSE,FALSE,Gray
UI2519,A,FALSE,FALSE,Gray
UI2520,Y,FALSE,FALSE,Black
UI2521,A,FALSE,FALSE,Black
UI2522,A,FALSE,FALSE,Gray
UI2523,A,FALSE,FALSE,Black
UI2524,Y,FALSE,FALSE,Gray/Tan
UI2525,A,FALSE,FALSE,White
UI2526,A,FALSE,FALSE,Gray
UI2530,A,FALSE,FALSE,Gray
UI2532,A,FALSE,FALSE,Gray
UI2533,Y,FALSE,FALSE,Gray
UI2534,A,FALSE,FALSE,Black/Tan
UI2535,A,FALSE,FALSE,Gray
UI2561,Y,FALSE,FALSE,Unknown
UI2563,A,FALSE,FALSE,Unknown
UI2564,Y/A,FALSE,FALSE,Unknown
UI2604,Y,FALSE,TRUE,Unknown
UI2614,A,FALSE,FALSE,Black
UI2615,Y,FALSE,FALSE,Gray
UI2629,A,FALSE,FALSE,Gray
UI2631,A,FALSE,FALSE,Gray
UI2632,Y/A,FALSE,FALSE,Gray
UI2661,A,FALSE,TRUE,Black
UI2685,A,FALSE,FALSE,Gray
UI2762,A,FALSE,FALSE,Black
UI2862,A,TRUE,FALSE,Gray
